pre,term,post,business_id
"girls' night out, and it was perfect for both. I love the decor, very modern with a touch of world flair and pops of color.  Their ",cocktails, are amazing. The food is great. The service is friendly. The prices are a tad bit high for me to be a frequent customer but the a,BsLyCu_lkEdkG42qmvZlnQ
 but the table ordered a few carafes and passed them around which was fun and they were tasty.  They had a nice drink menu and the ,cocktails," looked good -- wish they had a bit more of a wine selection, but it was fine.  One weird thing:  The chairs are too short for the",BsLyCu_lkEdkG42qmvZlnQ
nclusion that it was weird.  Weird how?  -Weird because the indoor tables for two were actually very small outdoor metallic-topped ,cocktail," tables that could not accommodate more than two plates at a time. -Weird because La Casa bills itself as a tapas restaurant, so y",buzXlOCvxtohdMD8g3EWsw
"ne's dinner.  I'd appreciate it if La Casa would give a word to them about that.  Anyway, I ordered sangria and my boyfriend got a ",cocktail.,"  The sangria was a small pour, but only $6, and it had nice wintery spice flavors).  It was surprisingly appropriate for the seas",buzXlOCvxtohdMD8g3EWsw
"ottles of wines at reasonable prices rather than order from an overpriced wine list is a real plus. On the Filip's, I am more of a ",cocktail," gal, typically a martini girl, and I can't envision bringing a big bottle of vodka, mixers, etc. Maybe that's what those mini bot",c0yPNU-BqS65u0vIKP7P0w
"me, all of which have a comparable style of food, are much better and not more expensive. In addition, all those places have great ",cocktails,", whereas Avenue B is BYOB; nothing wrong with that, but it's not like I'm going to be mixing a bourbon drink at my table. You cou",c0yPNU-BqS65u0vIKP7P0w
are here early. On night one the place was standing room only--a great sign of things to come.   The menu features a few specialty ,cocktails," plus a list if classics. They also have a couple of wines by the glass and beer (bottled). The food menu is simple--crostini, sal",c2YDEpYQ-2IqB57tN0HKbQ
"Wow! I rarely write a review, but I feel compelled to do so after tonight.  My partner and I shared 3 incredible cocktails, a shrim",p cockta,il and an amazing white fish pate. $52 with tip. Worth every penny and 5 stars. Then I got up to use the ladies room. This was whe,c2YDEpYQ-2IqB57tN0HKbQ
"omeone like me, but whatevs. The best part was the maraschino cherry on the bottom of the glass. :)  I'm not the ""let's go out for ",cocktails,""" kind of girl, but this place kind of makes me want to be! I don't know if this place would be a good fit for a dinner, but I don",c2YDEpYQ-2IqB57tN0HKbQ
"Small plates, great ",cocktails,", just the right balance of busy but not crowded on the three occasions I have been there recently. It is unintentionally turning into one of my East End spots to go where I want a little more upscale than my normal haunts, but without bein",c2YDEpYQ-2IqB57tN0HKbQ
" suggest looking elsewhere if your group is larger.  The bartenders are great, tell them what you like and let them come up with a ",cocktail, just for you.  Half price oysters during happy hour don't hurt either.,c2YDEpYQ-2IqB57tN0HKbQ
Sorry Livermore but you should have stuck with the ,cocktail," bar idea. The whole restaurant thing with limiting people  to reservations is just lame. There's a pizza place next door, stick to the custom drinks. Won't be going back.",c2YDEpYQ-2IqB57tN0HKbQ
"Nice selection of beer, whiskies and ",cocktails.," Specials are well thought-out (ie PB & J). Great, authentic service. Cool seating nooks. Clean bathrooms. Right across the street from Hyatt House and River walk.",CaETzvd1cA5mYaCReGAHjA
wledge us. There were quite a few fruit flies buzzing around and when we finally ordered our drinks (both of which were from their ,cocktail, menu - so things they SHOULD have had) I was told they didn't have the bourbon for the drink I ordered. Not a big deal as the bar,cAX-srNrvlifjfov_jpQ1w
" the meat was excellent.  Even better than the food was our server, who was incredibly knowledgeable about the authentic Brazilian ",cocktails,", the seasonings on the meats, and very attentive to our table.  This would be a great spot for a business dinner, any celebration",cAX-srNrvlifjfov_jpQ1w
Food was delicious as always.  ,Cocktail, not made well this time.  We went for the special lunchtime opening on Dec 18th for $24.99 but we were charged $44.99.,cAX-srNrvlifjfov_jpQ1w
"ter. I had the calamari with pasta, a cocktail ( yum, yum), and a garden salad. The salad was very fresh and arrived promptly. The ",cocktail, was strong but great. The calamari arrived quickly and was piled so high on the plate I could barely see over the plate! It was s,cbddL2q8uRA38RwycB0FJg
" gluten free options and dedicated fryers, so just let your waiter know if you have dietary restrictions!  They have a very unique ",cocktail," menu with fun names (this is a selling point for me, I admit it!). I had a play on a Pisco sour and my mom had a Cosmo... both ve",CFtZH4Skp9z3o4ToSywI4w
"m on draft, and Founders CBS, and Leviathan.  Did I mention Stoli moscow mules for I think $6?  The Moscow Mule became my favorite ",cocktail, after I had one there.    Service was great and friendly.  I feel much better about BRGR this time than I did the first time.,CFtZH4Skp9z3o4ToSywI4w
-priced craft beers (they have a great selection) or a deconstructed cocktail.  My favourite is probably the deconstructed tequila ,cocktail, - a shot of tequila with a chaser of sangrita (yes!!!) followed with a can of tecate for $7. My boyfriend got the pickle back - a,CFtZH4Skp9z3o4ToSywI4w
"ancing the casualness of the burger restaurant with the higher prices. And BRGR's beer selection is a little boring sometimes, and ",cocktails," can be hit or miss. But overall, it's a great option, and I'm glad to see it's gotten better in recent months. Those tots, man...",CFtZH4Skp9z3o4ToSywI4w
will rave about was the boozy milkshakes. I wish it was humanly possible to slurp down 5 of these like you can any other delicious ,cocktail,", but really, that's not humanly possible without feeling like you're going to die. I got the boozy Almond milkshake, which had Am",CFtZH4Skp9z3o4ToSywI4w
ss my disappointment in your establishment. Such high expectations were set when we were greeted at the host stand and sent of for ,cocktails, on a 20 min wait list (which apparently never existed). After 30 mins and seeing literally 4 parties that noticeably came in afte,CipRVpM7YzsE-9U9wf2YNQ
"ing on Corona's with lime. Upon being seated, we decided to split some appetizers (chicken quesedillas and peel-n-eat shrimp). The ",cocktail," sauce for the shrimp was amazing and shrimp was plentiful. The quesadillas were hot and filled with hearty ingredients of cheese,",CipRVpM7YzsE-9U9wf2YNQ
"place to go if you want good food or good service, but  perhaps worth a visit if all you're looking for is to sit outside and have ",cocktails, on the river.,CipRVpM7YzsE-9U9wf2YNQ
he place. It feels a lot fancier and a great date place. I haven't eaten here but I stopped by for the amazing happy  hour (5-7 $5 ,cocktails,!) Our party had mojitos and whiskey sour and they were all dangerously good. The bartender definitely knew his stuff so much so t,CkVmV4r5t1T_kJTBDqXNZw
et potato fries were nice enough but were extraordinary with the sugary dipping sauce that came with them.   Pricing was nice. The ,cocktail," was only $6 and the sandwich $8.50.  What really sold me was the staff. We ducked into Lot 17 when we, tourists, got lost using t",cNCXUYQd3kFR_AyfjTejQQ
"Way better than your average ""bar"" food. But make no mistake, this place is a great bar. Lots of fun beers on tap, good ",cocktails,", cool atmosphere. You can sit at any of a few high top tables, at the bar, or back in the back of the bar at a few booths.   I've tried a f",cNCXUYQd3kFR_AyfjTejQQ
Bar food and a low key atmosphere. It's a nice local dive bar. Fried food almost always tastes good with a ,cocktail, or a cold beer.  The upstairs has a separate bar/room that can be reserved for private parties. I would go back again.,cNCXUYQd3kFR_AyfjTejQQ
Stopped in on the Fourth of July for evening cocktail and small meal. From horrible service to terrible seafood...would never retur,n. We wai,"ted a very long time for cocktails and order to be taken, when there was little crowd around in the restaurant. Then, our oyster",cNz2tTTAPmdeAq6HnGeo8w
"My boyfriend and I visited on a Saturday afternoon. We tried mussels, clam chowder, jumbo shrimp cocktail and a burger.  The mussel",s were a,n appetizer portion and were enough for three people. They were perfectly cooked and very sweet.  The shrimp are sold a la carte.,cNz2tTTAPmdeAq6HnGeo8w
sted menu's...    We ordered 2 shrimp cocktails and a calamari.  The shrimp arrived within 5 minutes and came with a small bowl of ,cocktail, sauce with a dollop of horseradish on top.  I mixed mine as I love horseradish but my friend would have preferred it on the side ,cNz2tTTAPmdeAq6HnGeo8w
"ll, raw clams, and their jumbo shrimp. All were fresh and delicious.  Also, they serve a little bit of horseradish on top of their ",cocktail," sauce to add a little extra spice for those who crave it.  The bartender here was helpful, quick, and friendly. He was knowledgab",cNz2tTTAPmdeAq6HnGeo8w
best pittsburgh burger experience here. i had the one with port reduction and bleu cheese.  it was a perfect medium rare.  mmmm.   ,cocktails," take a while but are ok, sometimes a little too strong but depends on your goal for the night.",CqU7SXYRo9EbMwlxrSvErA
"re were only about 7 cocktails on that pice of paper and they were all whiskey/rye drinks.... no thanks, bye. Why would you have a ",cocktail," menu if you don't serve those drinks? No cocktail for Nathan.  Overall, I think for the price, I'm just not satisfied. Im not a c",CqU7SXYRo9EbMwlxrSvErA
". Rye and scotch selection: nonexistent. Decor was bland and my bartender wasn't particularly friendly. Oh, and the peach iced tea ",cocktail," kinda tasted sickly-sweet like they used diet snapple. On the plus side, it was easy to get a seat. Love the Devil's Cut. It coul",CqU7SXYRo9EbMwlxrSvErA
"Decently tasting food, but small portions.  Not a bourbon fan, so i can't speak to the ",cocktails.,"  Atmosphere was relaxing, server was polite and helpful.  Overall, only a slightly above average value for the money.  Wish I could abbreviate the rating to 3.5 stars, but ",CqU7SXYRo9EbMwlxrSvErA
   The reason for 4 stars and not 5 are some kinks I feel the restaurant is still working on.  First we were a party of 5 sat at a ,cocktail, style high top table definitely made for 4. There were center pieces and lots of glassware making it impossible to put appetizers,CsbNmQqu9dKFrgcIItevYA
"preciate. The service was also exceptionally prompt - our water glasses were never empty, and we were asked about the state of our ",cocktails," more times than I can count.   Food-wise, my dining buddy ordered the salmon sandwich - she got a massive square of fresh salmon ",CsbNmQqu9dKFrgcIItevYA
"als, but the specials were only a dollar off drafts or wells or a couple of house wines were discounted, but none of their special ",cocktails, were on discount and most of the wines were full price.  For the food we shared the lobster fritters which were tasty but way ove,CsbNmQqu9dKFrgcIItevYA
hich also came over cooked and dry.  The wait staff was very friendly but seemed understaffed. The best part of the night were the ,cocktails, and the only reason my review gets two stars.  I would come back but will be after they are open a while and maybe with a new men,CsbNmQqu9dKFrgcIItevYA
" little small, and I like one or four cocktails with a good dinner, but on the bright side they are willing to create you your own ",cocktail ,"if you tell the server what liquors and flavor combinations you like, so it's pretty impressive to be that accommodating.  We eac",CsbNmQqu9dKFrgcIItevYA
 the drinks and food from the menu. They have a nice mix of draft beers and I went with the Third Shift. The variety of speciality ,cocktails, is quite impressive and I tried the blue Lemieux-very tasty and sweet. If you like seafood this is the place for you. They had mi,CvXyhwQTxonPR77NjOh5yg
dinner at the Blue Line Grille we stopped upstairs to their rooftop bar called Uptown.  What a great place to relax and have a few ,cocktails., It has a large bar area inside and a great deck with nice decor and a terrific view! I will definitely come back here soon.,CvXyhwQTxonPR77NjOh5yg
"ocation, happy hour is half off appetizers and $2 off most drinks. The Shadyside deal is half off drafts and $2 off appetizers and ",cocktails.," Additionally, the appetizers were in some cases $2 more than their presumably equivalent Southside counterparts. The prices gener",CwfeDdtVKcUEg_thGOlWAg
rice we were charged. Staff was great. Sushi rolls were heavy on the rice. Spicy tuna roll had a SLIVER of tuna and a ton of rice. ,Cocktails," were good. It's more of a scene than anything else. I'd stop in for drinks and maybe some appetizers, but no sushi.",cxVp-a28Cp7lavjaPMvK5w
"he bar on Sunday around 5pm. I wish I knew her name, but I don't...she had a ponytail with an ombre. She w\was very good at making ",cocktails, and we had a great girls' night there. They have an amazing liquor selection and the vibe was great.,cxVp-a28Cp7lavjaPMvK5w
"ard, but the food was very good. We mainly had sushi rolls and a few apps, but overall I liked everything we had. Also tried a few ",cocktails, which were very good as well. Definitely a place to try again!,cxVp-a28Cp7lavjaPMvK5w
"resh as it should be and was extremely fishy tasting. I actually didn't even finish it. Sushi was ok, nothing to write home about. ",Cocktails, are decent. Music is good. Atmosphere is ok. Layout of the restaurant is a bit odd. Won't be back.,cxVp-a28Cp7lavjaPMvK5w
"r a restaurant that is more akin to a tapas style restaurant. We then each had a sushi roll and were both satisfied.  Finally, the ",cocktails," were also great. I had the sangria and the gin and she had the mule and a martini.   The one complaint, albeit a large one, was t",cxVp-a28Cp7lavjaPMvK5w
ou'll want to look at the cocktail menu...it's very creative and fresh. (Although I couldn't understand why they'd offer a hot tea ,cocktail," in the middle of July. No thank you.) The waiter suggested the basil vodka gimlet...served with simple syrup and lime, it was del",CZKkoMlqu0N0zCFK-3T_Fg
d to disappoint me when there's chocolate involved. I forget the name of the cocktail I had (oops) but I've never been failed by a ,cocktail, there.   Minus one star for the try-hard atmosphere. It's almost uncomfortable. I have no idea what the dress code was supposed t,CZKkoMlqu0N0zCFK-3T_Fg
". I had the Vancouver in a Glass, which was wonderfully scotch-y and weirdly effervescent. In my opinion, an imaginative specialty ",cocktail, menu gives a restaurant serious bonus points.   It's also worth noting that they had a very extensive wine menu.  The service was,CZKkoMlqu0N0zCFK-3T_Fg
We went to celebrate our anniversary and were expecting quite a lot.   The ,cocktails," and appetizers were pretty good (we had the bone marrow and tuna sashimi), but that's about it. Besides the lack of attention from our server, we were both so disappointed with our ent",CZKkoMlqu0N0zCFK-3T_Fg
aking one for someone else and I was intrigued.   It was delightful - fresh and light and just a touch of sweetness.  I find fruit ,cocktails," way too sweet most of the time, but this was just perfect.     I then went on to the table, where we started with an amazing bask",CZKkoMlqu0N0zCFK-3T_Fg
ared salmon.  They were all divine.  Service was paced well.  We weren't rushed nor were we waiting around for each course.    The ,cocktail," menu was diverse, but I stuck with my beloved wine.  Luckily, it was just as extensive.  Loved the banquette seating!",d2ZQRjuizstCTnicysmpMQ
stylish and swanky place for well-heeled adults only.  No hipster children here.  We sat at the bar and had a few small plates and ,cocktails," to start off a restaurant crawl of downtown Pittsburgh.  Service was attentive, interior was modern yet maintained some warmth, f",d2ZQRjuizstCTnicysmpMQ
"Cipolinis and Smoked Duck Ham (spicing almost like pastrami or pickle brine), was an umami flavor symphony, subtle but addictive.  ",Cocktails," were well-made, I got a Ruby Red with fresh grapefruit juice.  You'll need some adult bucks to come here, but once you make it a ",d2ZQRjuizstCTnicysmpMQ
"pscale restaurant with a lively, engaging atmosphere, adventurous and interesting dishes, and a large selection of wine, beer, and ",cocktails.,"  My wife and I were visiting from Cincinnati, and enjoy an upscale restaurant now and then. Reading the reviews on Eleven drew us",d2ZQRjuizstCTnicysmpMQ
"iated that we could reserve through Open Table right on the Yelp app. Very easy. We arrived about 30 minutes early, ready to get a ",cocktail,", but they were able to seat us immediately. Once we walked in, it was clear why we were so readily able to get seating: this is a",d2ZQRjuizstCTnicysmpMQ
nts but some may find it pricey to enjoy on a regular basis.  A great value is Eleven's Sunday brunch! For $29 you get a choice of ,cocktail, or juice. The Cucumber Moscow Mule was so fresh and yummy! Choice of appetizer...from six fresh oysters to beignets something tas,d2ZQRjuizstCTnicysmpMQ
level of the food. We were not ready to order cocktails when our server first visited (my wife was not sure she was ready to try a ,cocktail," with frothed egg white). After a second quick check, we decided on our cocktail order, but the server did not return for about te",d2ZQRjuizstCTnicysmpMQ
kfast to end our short trip of Pitt became Lunch. We all ordered the pre-fixed breakfast brunch. The fruit salad is actually fruit ,cocktail, form the can. Then waited half an hour for our egg entrees to come out. 3 of our plates we just luke warm. The potatoes was under,dG-N36uSMeoqCrU27At-Qw
"tairs.  The decor is all deep wood, low lighting, and mysterious feel. Better yet? Papa J's is rumored to be haunted.  (Because if ",cocktails," at a haunted former brothel doesn't get you excited about drinking in Pittsburgh, nothing will.)  Oh, and that's where Frank come",DHBDTikebcLpCzF2LF27uA
"From the time we checked in with the hostess to verify our ""reservation"", to the time we spent at the bar waiting for a ",cocktail,"  TERRIBLE  SERVICE.... Food was ""average"" Wait staff substandard. There are DEFINITELY BETTER Restaurants in downtown Pittsburgh.",dHgbL5EAEawIcqk6aXe2Ow
"tious  - a touchtunes jukebox (okay, sometimes this can be a bad thing, but my friends and I greatly appreciated it) - great craft ",cocktails," (try their barrel aged selections) and equally delicious beers, along with generous pours of wine   Do yourself a favor and check",DiSARzaWBeNyB4oU047TcA
"ere so stuffed!  The last thing to mention with this place is the beer. Options on tap as well as plenty of cans, bottle, wines, & ",cocktails," to choose from. After eating, we decided to play pool while I had a few more drinks. The staff there was great! I invited them to",DiSARzaWBeNyB4oU047TcA
"I love burgers so this isn't much of a stretch for me.  If you are looking for a casual dining experience, some nice ",cocktails,", and cheap beer specials then I think Benjamins would do you well.   I keep my burgers simple (American cheese, lettuce, tomato, and mayo), so",DiSARzaWBeNyB4oU047TcA
"Great food, great service and great atmosphere! A welcomed addition to the North Side! Try their speciality ",cocktails, and amazing selection of gourmet burgers.,DiSARzaWBeNyB4oU047TcA
"nowledgeable, and very nice to talk with during our bar visit. He made our first experience at the bar a great one! We tried a few ",cocktails," and a few beers on draft. I love that they place high emphasis on Pittsburgh beers, that is just awesome. The beer that I tasted ",dMnAXZ3XPMNgAQ9BwXCFBA
 did a very brisk business. Bartender was very friendly.  Some reviewers mentioned the slow service. The bar is based on specialty ,cocktails, that do take some time to make.  A true hidden gem in the Pittsburgh area.,dMnAXZ3XPMNgAQ9BwXCFBA
"s, but I'm being generous due to the quality of my burger and atmosphere. I would like to stop back for their drinks because their ",cocktails," looked fun and decently priced. However, I may wait a few months for them to work out kinks before returning. Hopefully managemen",dMnAXZ3XPMNgAQ9BwXCFBA
This was my Bday dinner. Me and two others. We had a ,cocktail," in bar Bartender was great met owner very nice guy. Early around 5. Had Brussel sprouts as app. Fantastic. Pasta figule soup not sure of spelling, was ok. Not my idea of the soup but was good. Stroganoff as",dMnAXZ3XPMNgAQ9BwXCFBA
"this is a place that I want to succeed so badly. has a great atmosphere, good food, fun ",cocktails,", all at outstanding prices! plus it's set up in the classic Pittsburgh working class neighborhood of Troy Hill & trying to work with the community as much as possible. the",dMnAXZ3XPMNgAQ9BwXCFBA
"Love the food, the atmosphere, and the ",cocktails,!  Probably the best food I have had in Pittsburgh. The chef is has a genius understanding of how to marry flavors.  The staff is very friendly and they have done such a great job with the space.  Highly highly recommende,dQj5DLZjeDK3KFysh1SYOQ
" a vegetable pate, horseradish slaw, pepper relish, black garlic butter and chilies on a roll.  They have a variety of interesting ",cocktails, and an interesting beer list.  For a non-alcoholic drink try the birch water.  Under no circumstances should you skip the deserts,dQj5DLZjeDK3KFysh1SYOQ
The food and ,cocktails, were quite impressive. The staff was super friendly and handled the crowd well.  I highly recommend this unique and delicious spot!,dQj5DLZjeDK3KFysh1SYOQ
e highlights were (1) the mushroom pierogis; (2) the pumpkin and fennel seed soup; and (3) the oyster mushrooms with cabbage.  The ,cocktails, are also excellent! (I had two frenets and scotch).  My only real critique is that all of the dishes came out at once which was a,dQj5DLZjeDK3KFysh1SYOQ
"despite being vegan.  The cocktails are inventive and VERY fairly priced at $6-8, aka nearly half the prices you'd find at a craft ",cocktail," bar. I love their incorporation of pickled flavors in both their cocktails and food alike. The bourbon, pickled prune, and sage c",dQj5DLZjeDK3KFysh1SYOQ
around our hotel felt really odd. If you're staying at any hotel in -- The Point district? -- prepare to either spend $10 on craft ,cocktails," in crowded rooms, cheap drinks at gay bars (good on you, Pittsburgh!), walk to Market Square for Winghart's, or leave the area. O",du3ByDOljqO31wgRkvX5Nw
Poor beer selection but the ,cocktail," waiter going around with jello shots was a fun touch.  Decent dance floor and DJ.  Unfortunately, we just couldn't get past the awful smoke.  I think we are spoiled in New York where smoking is not allowed in bars or restaurants.  ",dUpQASSr7YfrfW1sB9Y-UA
e people! Conversation is good and she doesn't take shit from anyone. Customers are nice and easy going. If your looking for craft ,cocktails, go across the street. This is a shot and a beer bar.,DzviZnBOgPD3YTnBCDEM9Q
"I could give a place zero stars, I WOULD!! After going up to Mount Washington on the Incline we were interested in relaxing with a ",cocktail, and some appetizers on a patio with a view. It was 4:15 on a Wednesday and there were four adults and my daughter with us.  After,DzVv_g6xsLbMh66HtiZK3A
"This review is for the Grandview saloon only. View 5 stars, Service 2 stars, Toasted Marshmallow Dessert Cocktail negative stars.  ",The cock,"tail I ordered looked promising on paper although I was a little hesitant because it included banana liquor, but I gambled that t",DzVv_g6xsLbMh66HtiZK3A
"u think ""steakhouse"" with elegant, dark wood decor.  You actually get a space that hasn't seen much in upgrades in decades.    The ",cocktails,", too, were as watery as the thing they call ""iced tea,"" which bore more of a resemblance to brown-tinted water than anything I've",DzVv_g6xsLbMh66HtiZK3A
" tomato appetizer (subtle flavors but not bland), the seitan entree (YUM, crispy seitan with dirty rice and red beans!), a tequila ",cocktail,", and the rhubarb dessert.  Everything was great. A couple of the drinks my companions ordered were not as great (I didn't care fo",e2zO5THDYoDOcyXcWnQv5w
Disclaimer: The following Yelp is based solely on Salt of the Earth's ,cocktail," program and the experience we had at the bar last Saturday night.  Trying to knock down as many craft cocktail bars that my liver allows since returning to Pittsburgh, I can't believe it's ",e2zO5THDYoDOcyXcWnQv5w
Salt of the Earth's cocktail program and the experience we had at the bar last Saturday night.  Trying to knock down as many craft ,cocktail," bars that my liver allows since returning to Pittsburgh, I can't believe it's taken this long to get to Salt of the Earth.   The ",e2zO5THDYoDOcyXcWnQv5w
"l of the evening was the simply noted Ginever - Wigle (Ginever), celery, apple, shiso. This cocktail is what defines the handcraft ",cocktail," movement - take a unique, regional spirit and compliment it (not mask it) with locally grown or seasonal syrups, shrubs, reductio",e2zO5THDYoDOcyXcWnQv5w
" the season)  Detailed review: First of all, we started with drinks. The bar here is not your standard 'watering hole' in Pgh. The ",cocktail ,"menu is as intricate, unique and well blended as the food. They don't have a typical full bar although you can order some standar",e2zO5THDYoDOcyXcWnQv5w
". It makes for a great relaxing and belly warming three hour event when you meet your favorite friends, take your time, start with ",cocktails," and finish cheese. I wish all dinner was this visually inspiring, creatively prepared, and appetite fulfilling. Delicious. Deligh",e2zO5THDYoDOcyXcWnQv5w
"hen, but I'll never be sad about sitting at a bar, especially one manned by such talented ladies. Both of us jumped on the bourbon ",cocktail ,"of the day; with Green Chartreuse and hickory, it was a bit on the sweet side for him, but I thoroughly enjoyed it.  The menu on ",e2zO5THDYoDOcyXcWnQv5w
is my favorite(!!!!). Obviously the beer lists are even more impressive. The only odd thing from most places I like is the lack of ,cocktails., That's just not what they do here; it's a neighborhood bar. There was a tiny laminated drink list at one point but I was told it ,e6abKOxJ2CyEwXLq2tI-yQ
"from their website that they have on draft Miller Lite, Yuengling and Guinness along with 5 other seasonal brews.  They also serve ",cocktails,", but I didn't have one so I can't comment on them.  When my husband and I arrived we each thought that we had interrupted a priva",e6abKOxJ2CyEwXLq2tI-yQ
selection is well above par. Too many to choose from. On top of that they are all poured in correct glassware. They also feature a ,cocktail, menu worthy of a downtown mixology bar.   The food here is decent too. We opted just for appetizers but we loved them. The menu i,e6abKOxJ2CyEwXLq2tI-yQ
"aged woman, her dried out blonde hair had given way to brunette roots, a sprinkle of grey visible from my proximity.  She sipped a ",cocktail," of some kind, probably some kinda vodka.  I signaled to the barkeep, asked for a whiskey;  I had a gut ache from the night before",e9KXojla4OuVP7qcC5LNsg
chocolate girl. Given what I've heard about Soba's dessert menu I was hoping to get to try something else!  We ordered a couple of ,cocktails, as we sat down and they didn't come out until we were done with our first course--Mr. Shu actually checked on them for us upon re,eC0iLr5RxpZPmJ6NGSqijA
" everyday, I would.  My only complaint is their drink service is quite slow.  I had a three hour long dinner and only received one ",cocktail,".  I ordered a second cocktail halfway through the meal and by the time we were finished it hadn't arrived.  Whatever, I'm not a bi",eC0iLr5RxpZPmJ6NGSqijA
Excellent ,cocktail," menu first of all, followed by an excting dinner menu that has not failed yet. Sushi has always been fresh and perfectly presented. I've made this a regular on my dining rotation.",eC0iLr5RxpZPmJ6NGSqijA
"n, though, given its convenience and proximity to Schenley Plaza.  I'd recommend sticking to the pizzas (esp. the bianca!) and the ",cocktails,", esp. if you're not a beer drinker, like me.  Additionally, I'd advise visiting during happy hour or late night for half priced p",Eg_M8eeu9SDEdbP7iUmVbQ
"Fabulous food, excellent service and refreshing ",cocktails,!  Will be back when in town.,Eg_M8eeu9SDEdbP7iUmVbQ
"interesting ingredient mixes concocted for those menu items.  Oh, and of course I have to give a thumbs up on their drinks! Unique ",cocktails," like the Pineapple Sage Margarita make this an excellent place to go for a happy hour, and I absolutely have to give a nod of res",Eg_M8eeu9SDEdbP7iUmVbQ
"on skillet.  Looking back, I wish I would of just ordered a second round of those!  They do have a limited selection of drafts and ",cocktails,", and I saw a few tables order what looks to be like some pretty tasty pizza.  Not a must-try, but definitely a good place for gru",Eg_M8eeu9SDEdbP7iUmVbQ
"ls on their menu. Full bar isn't quite accurate. It's probably due to space, but I hope this changes. I look forward to a nice gin ",cocktail, on the outside porch on a hot day.  Small update: went back for brunch again - had the biscuits and gravy and a seasonal soda. Th,Eg_M8eeu9SDEdbP7iUmVbQ
"y family recently went here for my sister birthday. There was 7 of us. The place reminds me of a cool diner. Many craft beers, and ",cocktails., The food was very good also. I had some wings which were cooked perfectly. Everyone got something different to eat and no one had,ehaoreB8IzKY8KvRGqxcUA
", but it's always done with a twist or some kind of strange ingredient to keep it interesting.  The drink menu is full of powerful ",cocktails," (16oz for 6 bucks) - try the 5-speed, you won't regret it.  The beer selection is the real star here though, with a constantly ro",ehaoreB8IzKY8KvRGqxcUA
 The veggie burger patty is really great and made in house.  Their different aiolis are also all wonderful.  I love that they have ,cocktails, in pint glasses!  Still a great place for some comfort food and boozing.,ehaoreB8IzKY8KvRGqxcUA
"e they had been sitting for too long, a bit shriveled and fairly chewy.  The other fries were great.    I didn't order any beer or ",cocktails,", but looked like a great selection of beer.  Dropped a star because of the fries.  Overall a good experience, would give them ano",ehaoreB8IzKY8KvRGqxcUA
"don't like the non-Chinese features on the menu, i.e., go elsewhere for your Thai fix.   A final shout-out to whoever designed the ",cocktail," list years and years ago. The little logos for each drink and the accompanying descriptions are hilarious. (Flaming Volcano - ""An",EhlOUjd2dh52SV_XfoORSA
"t for vegetarians but I stopped and had a cocktail anyway on a sleepy, cold winter Monday night. Less than 6 bucks for a top shelf ",cocktail.," Interesting decor. Casual, neighbourhood-y bar.",Ei4voH2C7JgCyFmABY_CfA
"  At the salad bar, that's where you can find many of the hidden gems of the buffet. Many great different pasta salads, the shrimp ",cocktail,", and the buttery buns are all located there.  They have a great selection of sushi, and all the sauces you could ask for.   The c",EIFW8Cz9S7-jWWdnZrH3pg
th their food. The vast beer menu was lost on me just because I'm not a beer drinker. The guys really liked theirs tho. I prefer a ,cocktail, but I wasn't impressed by the Moscow Mule I ordered. My friend liked it so I passed it over and switched to a Tanquerey and Tonic,ejaUQ1hYo7Q7xCL1HdPINw
"tizers, except the specialty (high alcohol) brews, untraditional pierogies, and mussels.  For someone who used to only drink mixed ",cocktails," and completely write off beer, I've been on a mission to change my ways by finding good beer.  I had two beers, pious monk and th",ejaUQ1hYo7Q7xCL1HdPINw
"s. I like that food items that have some Pittsburgh flair to them, which really adds to the experience. Also, the bar has seasonal ",cocktails, and offers mixed drinks and wine in addition to their in house brews.,ejaUQ1hYo7Q7xCL1HdPINw
een and everyone raves about...but I just do not get it. I guess part of the reason I don't really dig it is because I'm more of a ,cocktail," gal than a beer fan. Aside from the fact that it is a brewery and I'm not really a beer drinker, the food is only so-so. I got a ",ejaUQ1hYo7Q7xCL1HdPINw
 Sangria kept me occupied and happy while I waited.  Perhaps the most surprising thing about Church Brew Works is that they have a ,cocktail ,menu AND the cocktails are really damn good.  A lot of time passed before we got our dessert.  We had to ask about it at least tw,ejaUQ1hYo7Q7xCL1HdPINw
"y, Tequila Cowboy has a long way to go.   I'm know I'm not the type of clientele that Tequila Cowboy seeks to draw - I much prefer ",cocktail," bars and having a little bit of space. With that said, I end up in the rowdier night life type bar sometimes and this was definit",eog-ECRuj1O1II13t--36A
"r and, granted the bartender did warn us the bar was slanted and if the bottle got wet, it might slip - but she did not give him a ",cocktail," napkin to prevent the condensation to collect on the bottom and it slid right into my lap. I'm 5 months pregnant, didn't have a d",eog-ECRuj1O1II13t--36A
"t we were happy to learn that there was another bar upstairs with ample standing room. I ordered our drinks, which were okay-mixed ",cocktails," but was pretty astounded when I got the bill. 21 bucks for 2 mixed drinks. A little much for a sports bar, no? However, Redbeard'",eRoOfy-lQso6N3GiUY_c3w
rawberry margarita on the rocks restaurant. Expect to hear the latest hits and get a little buzz from a strong but delicious fancy ,cocktail.," Prepare to stuff your face with pork belly tacos and shrimp ceviche. If you go in with this mindset, you won't be disappointed an",erx8tQ0Wdc5YM0FddaKqKA
