pre,term,post,business_id
them somewhere Pittsburgh! Lobster roll was good but not awesome like I remember. It was dry but I just asked for extra butter and ,lemon., The waitress however was rude and I'm hoping just having a bad day. She brought out wrong appetizer when I brought it to her atte,cNz2tTTAPmdeAq6HnGeo8w
"y and attentive. He offered drinks promptly and kept an eye on our needs. The Bloody Mary was fun and showy with 3 Green Olives, a ",lemon,", a lime and a huge celery stalk and had a light Old Bay flavor, which was a nice touch.  We ordered the Lobster Nachos ($15), whi",cNz2tTTAPmdeAq6HnGeo8w
ought it would be a good idea to literally just throw pieces of ice cold arugula on top with unmelted parm cheese and some sort of ,lemon," sauce. it was nasty. My chicken sandwhich was also made with rubber chicken. truly a horrifying experience. Oh, and they seated u",cNz2tTTAPmdeAq6HnGeo8w
"ive  that maybe efforts were made to turn things around but I guessed wrong.   So after reading the outside menu, I decided on the ",lemon," cod. The bartender was my server and wasn't really rude but kinda ""Pittsburgh salty"" which would be fine at some of the lower cla",cpRiIxqubDa4JV58ZR7-cg
"of water ice, but was finer and melted more easily.  The flavor was quite sweet, though, and lacked the characteristic tartness of ",lemon," water ice.  I couldn't taste any distinct bourbon flavor, but it was definitely there, given that my head started to tingle after",CqU7SXYRo9EbMwlxrSvErA
" and everyone enjoyed them. I started with a Rock and Rye, which is one of their happy hour specials during the week (rye whiskey, ",lemon,", orange, pineapple, rosemary, and rock candy). I followed that up with a classic Manhattan. Both were excellent and the service w",CqU7SXYRo9EbMwlxrSvErA
"r of interesting cocktails. I was pleasantly surprised by the Ryse+Shine (Bulleit Rye, Milagro Respado honey simple syrup, Fernet, ",lemon," juice, ginger beer), which was refreshing and tasty with none of those ingredients being overpowering. The chilled melon soup wit",CsbNmQqu9dKFrgcIItevYA
"am shipment (I stopped in at 10am, which is when they open) so they got ingenious and made do by giving me a strawberry shake with ",lemon, sorbet. What a perfect breakfast drink. I could have one every morning.    It was really nice to find such a place in the heart o,czeihVQNDXMlAq_H5_T4sA
"can specialty foods that are worth the few extra dollars. The.cheese and sour cream, to name a few. On the opposite end, prices on ",lemons, and limes are much cheaper than other every day.grocery.stores,czJKX4DmZR_1JeRmPcnmbQ
"uffed leg and couscous were pretty good, but the breast was bland and the peach puree made no sense. And I have no clue what honey ",lemon, essence they were referring to on the plate. The striped bass was just weird. The foam on top did NOTHING for the dish. On the pl,CZKkoMlqu0N0zCFK-3T_Fg
"h tantalized my taste buds.   For my entree, I chose roasted game hen with spring risotto, English peas,fava beans, haricot verts, ",lemon," + tarragon reduction.  I could eat this risotto everyday!  The creaminess combined with the perfectly seasoned game hen, topped w",CZKkoMlqu0N0zCFK-3T_Fg
"looked good whenever it came out and consisted of mussels, clams, rock shrimp, porcini mushrooms, Swiss chard, a pecorino foam and ",lemon," butter all over top of the tagliatelle.  Overall I really enjoyed the taste of my dish, especially the shrimp and sauce.   I only",CZKkoMlqu0N0zCFK-3T_Fg
" textures.  My husband had the scallop dish, they were cooked perfectly!    For dessert our table ordered a couple portions of the ",lemon," poppyseed pound cake and chocolate mousse cake--yummy but too small of a portion, even for one!  Mixed cocktails and wine by the ",CZKkoMlqu0N0zCFK-3T_Fg
o small and labor intensive. Leiostomus Xanthurus - Spot. They pan fry with flavored panko bread crumbs on top and a very delicate ,lemon, cream sauce. This with the pasta of the day (bowties) is an awesome meal at any time. Never fishy or tough - delicate.  I really ,CzqGem5OaPAk10bQK4bzbg
d mushrooms and the greens and beans for appetizers.  The mushrooms were cooked well and stuffed with crab meat and sat in a light ,lemon, butter sauce. The beans in the greens and beans were perfectly cooked and were dressed in a garlic slightly buttery sauce that is,CzqGem5OaPAk10bQK4bzbg
"ting the choice of, well, coke zero.  Instead, Not only was I able to get normal coke zero, I could get cherry vanilla, raspberry, ",lemon,", lime and a couple other choices.  I assume they add syrup to those choices...but it was pretty cool.  I love when technology and",D2nfOrnJ2OBlX_428sKyMg
! Shame there were only a few spoonfuls. The cavatelli was also good and was served with roasted red peppers and fresh ricotta and ,lemon,". The lemon was a bit overpowering with the red peppers for my taste, but my girlfriend enjoyed it, and when she's happy I'm happy!",d2ZQRjuizstCTnicysmpMQ
voured his dish and said it was the best tasting lamb he's ever had. My drink of choice was a glass of Cabernet and my hubby had a ,lemon, drop martini. Their wine list is a little pricey for the common folk like me (my glass of wine was $16 and many of their bottles ,d2ZQRjuizstCTnicysmpMQ
n 3 stars is to the actual food. We ordered beignets and the grilled sticky. When I see that beignets or donuts come with a [Meyer ,lemon,"] curd, I expect the curd to be inside, but these beignets had the curd just on the plate. They were good beignets but if they had",d2ZQRjuizstCTnicysmpMQ
"s so good!   Chocolate Peanut Butter Crunch Bar  peanut caramel, white chocolate crunch, chocolate mousse, milk chocolate ganache  ",Lemon," Pudding Cake  coconut milk granite, jasmine tea syr up, blackber ry compote, macadamia nuts       They gave us the option to chan",d2ZQRjuizstCTnicysmpMQ
t good flavor profile. The lamb was superb joined with roasted garlic and polenta with a cherry tomato aus jus.  The dessert was a ,lemon, poppy seed cake with sorbet which for a dessert lover that shines away from overly sweet this was very refreshing.  The ice wine ,d2ZQRjuizstCTnicysmpMQ
s. The seafood sampler was topped with a delicious lemony/horseradishy slaw. I'm telling you I would never have thought to combine ,lemon ,and horseradish but it was absolutely divine. Just a small amount but it was perfect and light and just enough horseradish to rea,d2ZQRjuizstCTnicysmpMQ
"marry the maker of said crab cakes.)  The crab cakes were heavenly, the fingerling potatoes were wonderfully dressed with a bright ",lemon, based sauce and the sautéed green beans were full of flavor and not overly cooked.  The crab cakes were crab-tabulous!   I can sa,d2ZQRjuizstCTnicysmpMQ
"ion but the endive had the right touch of sweetness that it was palatable.    My husband had the Tuna Tartare * | $12caviar, Meyer ",lemon," mignonette, pea tendrils, white anchovy which again, was a nice size portion and my husband enjoyed it.  We both ordered the Roas",d2ZQRjuizstCTnicysmpMQ
" It was yeasty and chewy and it took effort not to keep asking for more.  The first course was a small place of tuna sashimi on a """,lemon," miso.""  The citrus flavor of that sauce was perfect with the meltingly soft fish -- I mean, this was like cream cheese and lox fr",d2ZQRjuizstCTnicysmpMQ
"new the menu extensively and took the time to explain everything to me. The edemame was different than any I've ever had (old bay, ",lemon," juice, BACON!) and the flavors surprisingly complimented each other very well. The tuna tartare also had an amazing flavor combin",d2ZQRjuizstCTnicysmpMQ
 4 people; the bacon was subtle but perfectly accented the cinnamon swirl brioche. Our table's favorite dish!  Beignets with meyer ,lemon," curd ($9) - There were 4 beignets on the plate and were plated on top of the meyer lemon curd, yummy.   We each ordered individua",d2ZQRjuizstCTnicysmpMQ
" risotto were the best parts, but as a whole, all tasting portions very well presented and tasty.   For dessert, my fiancé had the ",lemon," cheesecake with his tasting menu and I had the spice cake. The spice cake was amazing! Not too sweet, and the ice cream and other",d2ZQRjuizstCTnicysmpMQ
"ervers were excellent, and we loved the curved booth that we sat in.   Now, about the food:  1. Tuna Tartare: a little much on the ",lemon," side, but good 2. Scallops: mouth-watering deliciousness that you shouldn't miss out on 3. Swordfish: Must order.   We skipped de",d2ZQRjuizstCTnicysmpMQ
 speak for themselves in this course and I stuffed myself a bit too much by this point in time.  The deserts were a well done Myer ,lemon, pudding cake and a blood orange tart.  Both of which were a perfect balance between sweet and tart and were the perfect size.,d2ZQRjuizstCTnicysmpMQ
" before. From the berry jam and whipped honey butter to hot, flaky pastries to grilled sticky to beignets with raspberry and Meyer ",lemon," sauces to smoked pork huevos rancheros (lentils, goat cheese, tomatillo salsa = better than any preparation I had while living in",d2ZQRjuizstCTnicysmpMQ
cao nibs (which added so much!) -- was not dry at all and paired well with the crunch of the cacao nibs and the creamy ice cream.  ,Lemon," Cheesecake -- okay but I think it was ricotta-based and that's not my jam. I usually love cheesecake, though, so I was disappoint",d2ZQRjuizstCTnicysmpMQ
"very good, great spice, needed a sauce, a little dry and over cooked. Scallop delicious and perfect. Asparagus tasty, but too much ",lemon, zest. Grits delicious and perfect. Harmonizes the dish and brings everything together.  LOL this sounds like an episode of Choppe,d2ZQRjuizstCTnicysmpMQ
 (just wasn't didn't sound appetizing to me...but curious about it) for the Chilled Pea& Asparagus.  Wonderful soup with a hint of ,lemon, and the fresh (a hint of licorice) kick of basil...oh and the lobster was quite  tasty.  Next was the amazing  Asparagus with sof,d2ZQRjuizstCTnicysmpMQ
" find. They sell live scallops which is a true treat. They open them up right out of the shell and they are so sweet, just squeeze ",lemon, on them. Don't ruin them by dipping it in soy. Frank is very hands on. He's always there and talks to his patrons as he walks aro,da62X2tpj9tF0olWTigjBg
"y delicious.  The salad is a fairly sizeable portion - it contains greens, the green tea leaves, mixed nuts, tomatoes, carrots and ",lemon," juice on top.  The greens were more iceburg lettuce than darker ones, but the addition of the tea leaves made it feel balanced.  ",dAgImz1R-BKwR3sYhbPqRw
"regano.)   Four different salsas:  Fresh Tomato Salsa (Mild) (Diced tomatoes with sweet red onions, jalapeños, cilantro, and fresh ",lemon," and lime.  Roasted Chili-Corn Salsa (Medium) (Sweet white corn, roasted poblano peppers, sweet red onions, jalapeño, cilantro, an",dCPyV8XCEyE7pyUgzOCDKA
hing that really bothered me was the waitress correcting my six-year-old about something she was doing.  My daughter was squeezing ,lemon," into her milk because that's what kids do... they experiment.  I tell my kids if you want to do it, that's fine... but you will e",DGeupkmvo1X1oKn-sv9UQA
s had some high standards to live up to.  It was just meh.  The chicken wasn't very well seasoned and the sauce was overpowered by ,lemon.,  All I could taste was citrus.    I also had a few bites of the Chicken Marsala.  Not sure the ingredients they used in this sauc,DHBDTikebcLpCzF2LF27uA
"mall menu of main dishes offers fresh Pad Thai that's complex, crunchy, and overall excellent, among the best I've tried. A unique ",lemon, wedge adds oft-absent acid. The Kew Mew is a sugary take on drunken noodles but the bok choy fails to provide enough bitterness. ,dLc1d1zwd1Teu2QED5TmlA
"eative handcrafted cocktails, along with the standard Miller, Yuengling, etc. and classics like an old fashioned. The Bertha, with ",lemon," shrub, gin, and muddled cucumber and mint, was delicious.  The food menu features creative takes on familiar recipes and ingredie",dMnAXZ3XPMNgAQ9BwXCFBA
", so we ordered the latter, and it was also well-seasoned.  The grilled vegetables were less impressive, but I did like the sauce (",lemon," vinaigrette?) that they were dressed with.  Portions were quite large, to the point that all of us left some food on our plates (",D_pwairtGGR0V_w2xx5XeA
"amari was still crispy, the meats were flavorful, but the best part was the grilled fish, especially with a squeeze of the grilled ",lemon.," The food would have obviously stayed at temperature if we had eaten at the restaurant, and it would have been nice to have some o",D_pwairtGGR0V_w2xx5XeA
"tanbul Sofra was much more tastier though.  We ordered seafood ravioli with shrimp on top, lamb adana kabob and chicken sauté with ",lemon, cream sauce. The kabob/chicken sauté came with rice. The food was delicious. I did not taste the ravioli but my brother loved it.,D_pwairtGGR0V_w2xx5XeA
"sat down towards to the back where they are building some outdoor seating! My drink was the (Vodka, black currant, vermouth, burnt ",lemon,) which turned out to be very good. I had some food before I met up so I decided to try their Salatka z koperkiem which is a salad,dQj5DLZjeDK3KFysh1SYOQ
"esh and delicious.  I've now tried the full list except for the gin (I'm allergic).  The vodka, black currant, vermouth, and burnt ",lemon, cocktail is my favorite.  The service is excellent.  The decor is cool.  The prices are very reasonable.  The bathrooms are in a ,dQj5DLZjeDK3KFysh1SYOQ
ful girls night with a coworker here this summer. Come for the cocktails (I would recommend the vodka/black currant/vermouth/burnt ,lemon," but I don't think you can go wrong), stay for the food. I have fairly high standards as a card-carrying Pittsburgh gal with Polis",dQj5DLZjeDK3KFysh1SYOQ
" The cherry kihafa and lime is a good cocktail, not super strong but sweet and sour goodness. I had another vodka drink with burnt ",lemon, sometimes else the first time I visited and it's lovely as well.  Sitting at the bar is really nice but the tables are fine and s,dQj5DLZjeDK3KFysh1SYOQ
"We had pirogies (you have to) and golubki. It hit all the right spots! I'm not a vodka drinker, but vodka, black current and burnt ",lemon," was refreshing and very tasty. Whether you're vegan or not, give this place a chance - you will not be disappointed!",dQj5DLZjeDK3KFysh1SYOQ
 also enjoy the fresh craft cocktails and craft beers available. My fave cocktail so far is the vodka with black currant and burnt ,lemon," - full of flavor and refreshing.  The vibe at Apteka is laid-back, with mismatched chairs and minimal decor. You order at the bar",dQj5DLZjeDK3KFysh1SYOQ
"r specific pricings and specials. The oysters were fresh, plump and well cleaned (yay for no cracked shells). Just squeeze on some ",lemon," juice and squirt a bit of Tabasco sauce with a pinch of salt...perfection!   After the oysters, I just ordered straight from the ",DSyBqO8U8INz9cjduM6DzQ
" a mix of 3 appetizers that includes the best crab rangoons we've had yet in Pittsburgh, or anywhere else for the matter of that.  ",Lemon," Grass soup with seafood was zingy, tasty, and filled with fish and mussels, shrimp, and scallop. Ditto the wonton soup, not your ",dU2a2KtObGhcqzEqBL0Mig
t not memorable.  All three were served on really good authentic corn tortillas.  The chorizo was really good served with a little ,lemon.,  My favorite by far was the seasoned pork served with plenty of cilantro and a few chunks of pineapple.  These tacos are authenti,Dw7I9LJgp2tH1QScYCuhbw
"g a table while they ordered, so we were able to tuck in as soon as our orders came up.  We ordered the following items: blueberry ",lemon," ricotta pancakes for me ($8.99); blueberry French toast for my mom ($8.99), and cheddar cheese omelette for my dad ($8.99).  Desp",d_xS_AZ1uqO1XHY3V51qtA
I had the blueberry ,lemon," pancakes. The taste was good but I think the pancake was too thick and which the texture in between a little weird. The other disappointment is that they only serve regular coffee, no latte ... I didn't eat the BLT sandwich but I saw a cou",d_xS_AZ1uqO1XHY3V51qtA
 in the Strip and decided to give Cafe Raymond a try. Boy were we pleasantly surprised. We each ordered and devoured the blueberry ,lemon, ricotta pancakes that were on special that morning. There were chunks (yes chunks) of fresh ricotta in almost every bite. The pan,d_xS_AZ1uqO1XHY3V51qtA
"Under the old owner, the food was wonderful.  Now, it is really bad.  My husband had the ",lemon, chicken and I think wall paperpaste would have tasted better than the sauce.  The sauce on my chicken wasn't much better.  I was very disappointed.  If you are going to h,DzVv_g6xsLbMh66HtiZK3A
spy.  The Tom Yum soup was served in a heaping bowl and had a brilliant red color to it. The pieces of chicken were hearty and the ,lemon," grass was delicious. It wasn't my favorite, though. I like the soup to be really sour and this was more sweet tasting. To each hi",e2ng0CQ69anIawqIKzhtlg
"next with a french 75, which happened to be the best I've drank, ultra delicate and even fruity right down to the snaking S-shaped ",lemon," peel garnish.  Cue Pacino from Heat: the food will kick your mother* ass.   Tartare is amazing if done ""right"". This isn't but it",e2zO5THDYoDOcyXcWnQv5w
" they being serious? It's bread. It's not like we were asking for more pate.   I got the veal. It came with salt cod, fennel, this ",lemon," puree and sweetbread. I agree with a previous Yelp reviewer -- in attempt to be ultra fancy with their ingredients, they ended up",e2zO5THDYoDOcyXcWnQv5w
knowledgeable about the menu.  I found the food to be excellent with some very inspiring concepts:  adding segments of oranges and ,lemon, to the avocado salad; keeping polenta warm and creamy in what looked like a whipped cream dispenser; serving  tapioca balls with ,e2zO5THDYoDOcyXcWnQv5w
"rian, I've had my fair share of good soy protein and bad soy protein, and this was cooked perfectly. The combination of yogurt and ",lemon," flavors balanced out the saltiness of the soy protein, which sat nicely atop a bed of fresh, crunchy lettuce. Loved it! The chick",e2zO5THDYoDOcyXcWnQv5w
Great second night of fine dining in Pittsburgh - chilled corn ,lemon," basil soup, Black bass w/ a spicy creme fraiche and a finisher of a PA camembert cheese plate. Always love a smart, creative menu widely displayed on an interior wall. Will definitely be back. Oh ",e2zO5THDYoDOcyXcWnQv5w
  I had the trout.  Not only was it flavorful and perfectly prepared - the presentation was beautiful:  a whole trout stuffed with ,lemons, and herbs.  It just melted in your mouth - and was accompanied by English peas and a creamy watercress puree.  The steak tartare ,e2zO5THDYoDOcyXcWnQv5w
r finish one. I always get the California chicken salad and can maybe get through half of it. They also give a nice thick slice of ,lemon, if you ask for it with your water and I personally really appreciate that. Great veggie burger there as well.,e9KXojla4OuVP7qcC5LNsg
" also a little undercooked for my preferences. The sandwich was very good, though. The chicken was moist and tender with a hint of ",lemon," flavor, and they were generous with the toppings (though not so much with the included tomato, lettuce, and red onion). The sandw",e9KXojla4OuVP7qcC5LNsg
"deserted.  I ordered a crab cake sandwich ($12.99). The crab cake was OK, not the best and not the worst. However, they forgot the ",lemon," sauce that was supposed to be included. This could have been an easy fix, but the waitress did not come back to check on the food",e9KXojla4OuVP7qcC5LNsg
"s and are tasty and hearty. The drinks are great and reasonably priced, especially during happy hour! I wasn't a huge fan of their ",lemon," drop or mojito, but that's a personal preference.",e9KXojla4OuVP7qcC5LNsg
"age of the deal.   Then the wait began. The food took what seemed like forever and a day, I was thinking about eating the slice of ",lemon," in my water  to stave the hunger. However, when it finally came I was surprised at the portions of some of the meals. I ordered f",e9KXojla4OuVP7qcC5LNsg
"Overall experience with the drinks was really good. The tai mule gave me a little tickle in the back of my tongue, with a taste of ",lemon, and mint. The sangria was served with a orange(of course) and was blended perfectly with fruity and wine. The desert drink was di,eC0iLr5RxpZPmJ6NGSqijA
"re if they're trying to be posh or what).  Beware the cilantro water!  They often have 2 jugs of tab water, one plain and one with ",lemons," and other fruit, and a heaping bunch of cilantro.  I love cilantro, but this was undrinkable.  Go for the plain.    All in all, t",Eg_M8eeu9SDEdbP7iUmVbQ
"herbs. I prefer the fruit enhanced water- delish.   I ordered the BBQ chicken pizza, my mom ordered the Reuben and we also ordered ",lemon, basil house soda and passion fruit gelato.   Yes... They make their own sodas- they feature different creations depending on when,Eg_M8eeu9SDEdbP7iUmVbQ
" but it is pulled chicken.  The server was very nice when I asked for no tomatoes.  At the beverage bar, the water is in jugs with ",lemon," or cucumbers, which is a small detail I like.  It looks pretty and helps me forget I'm still in Oakland.  The wine list looked fi",Eg_M8eeu9SDEdbP7iUmVbQ
girl who took my order pointed me towards a spot on the bar with two larges containers of water -- one with cucumbers and one with ,lemon.,"  You can help yourself to all you like of either.  The flavored water was a nice touch.  The Porch is seat yourself, and I found ",Eg_M8eeu9SDEdbP7iUmVbQ
"i straws was perfect! Tentacles included (my fav, I'll fight for those!) so you know it's the good stuff, and it came with lots of ",lemon, wedges and a homemade marinara sauce. It's like they read my mind! I also was in love with the pork belly with pumpkin and fennel,Eg_M8eeu9SDEdbP7iUmVbQ
"picky, so I was getting frustrated trying to find something to eat.   In the meantime, we ordered drinks. I asked for water with a ",lemon," and got a small glass of water with no ice and a bowl of lemons. Ok... so then I ordered a lemonade, which was *awful* - it taste",Eg_M8eeu9SDEdbP7iUmVbQ
"I have no idea how the food is because we just got good beer on tap and ""fancy H2O"" aka water with ",lemon,", lime, and rosemary. The ambiance is cool farm-ish.",Eg_M8eeu9SDEdbP7iUmVbQ
"water had very little flavor, just enough to sour the taste of the water, without even giving you the citrusy notes of squeezing a ",lemon," in your water.  Decent idea, terrible execution.  So my food comes about 10 minutes before hers (just another terrible part of th",Eg_M8eeu9SDEdbP7iUmVbQ
"es. They also serve wine and beer. There are two green glass water coolers, one labeled H20, the other ""fancy"" water- infused with ",lemon, and mint! Is it normal that I was getting excited about the water before I actually consumed anything?  The food came out quickly,Eg_M8eeu9SDEdbP7iUmVbQ
which was more then generous. They gave my son free apple juice and they had complimentary water flavored with strawberries and or ,lemons, and mint. Nice touch instead of the standard tap water. I say check this place out I was pleasantly surprised.,Eg_M8eeu9SDEdbP7iUmVbQ
on clove for his liking.   To finish our meal I chose the crispy doughnuts with rhubarb sauce..delightful. My partner selected the ,lemon," cake which he enjoyed. This menu is not fussy, the atmosphere is perfect ,price point good. I'll be coming back again and again.",Eg_M8eeu9SDEdbP7iUmVbQ
"s. The smoked turkey BLT was the size of my head, which seemed promising enough, but it was incredibly dry -- barely a hint of the ",lemon," aioli and could have used a slab of avocado. The crispy taters were the only reason I got a sandwich, and they just weren't worth",Eg_M8eeu9SDEdbP7iUmVbQ
"nce, our duo of appetizers were faultlessly executed. Unable to decide upon The Wild Boar Quesadillas and their Belgian Fries with ",Lemon," Caper Aioli, we opted for both.   The quesadillas included the titular protein along with black beans, scallions, cheddar, and sm",ejaUQ1hYo7Q7xCL1HdPINw
urists could float on the surface of it. The bread was harshly peppered. They were inedible.  Another table mate's dish included a ,lemon," aioli (#3) that was runny and astringent, as if flavored with Pledge Multisurface. Another had the southwesty wrap (I forget the ",ejaUQ1hYo7Q7xCL1HdPINw
"ad, spinach dip, cheesesteaks, meatloaf).  A couple of nice surprises:  the Untraditional Pierogies, Cajun chicken, mildly spiced; ",Lemon," Scented Quinoa Salad (with Bibb lettuce, cucumbers, red onion, cilantro, peas and lemon-sesame dressing), tart dressing, pungent ",ejaUQ1hYo7Q7xCL1HdPINw
 And I couldn't pass up the untraditional pirogi for the day: asparagus and cream cheese.  I also got a side of Belgian fries with ,lemon," caper aioli.  These pirogi were amazing.  I was a bit worried at first when I saw the mixture, but totally surprise by how good t",ejaUQ1hYo7Q7xCL1HdPINw
k. It was supposed to be Sangria with fresh fruit. I'm not sure what was in it but it was a very week drink. The fresh fruit was a ,lemon, slice and a cut up strawberry. Very underwhelming.  I ordered the fish sandwich that came with two sides. I chose coleslaw and Ma,EP05pjuysVWn49yezbbusw
 As we shared it we kept picking out the banana peppers in a vain attempt to cool it down.  I had the veal which was okay but over ,lemon,ed. You should not be able to taste the lemon to the degree that I was able.   All in all just okay. No need to rush back......Easy p,eU_713ec6fTGNO4BegRaww
"logized.  He was our server.  As we had been waiting for 20 minutes, we new EVERYTHING that we wanted and ordered:  Pepsi Tea with ",Lemon, Meatballs as an appetizer Wedding Soup (in place of salad) Veal Piccata (no mushrooms) with a side of potatoes  Veal Parmagiana w,eU_713ec6fTGNO4BegRaww
 homemade and made to order. Love their house dressing on the salads. The spicy crab tortilini is my favorite and you MUST try the ,lemon, sorbet dessert. This place is truly a diamond in the rough. I would certainly recommend La Tavola to everyone.  It's also great f,eU_713ec6fTGNO4BegRaww
"t as well as plenty of family dinners. The shrimp scampi was not prepared how I would have expected, pretty much just sauteed with ",lemon, and a hint of garlic and broccoli on the side and with tails on instead of the traditional preparation over a bed of pasta. I lov,eU_713ec6fTGNO4BegRaww
andard and nothing too amazing (like smiling banana leaf) but it cured my craving. The thai red sauce was better. This sauce had a ,lemon," grass basil taste to it. It came with snow peas, green beans, mushrooms, onions, carrots and fresh thai basil leaf!   Shrimp roll",eW6HLU-M3xJOpGyKLrWxUg
I was so excited to try this place.  We ordered take out last night.  I had the lemon pepper chicken wings and the Mr. had mild buf,falo ,then we ordered the ranch and cheese fries and an order of the funnel fries.  The portions are huge!  One side of fries could eas,EwraUz9DLJcMVnBVMGkBpA
"pad thai since my first trip (how lame, I know).  It is just so good that I can't make myself try anything else.  I also enjoy the ",lemon," grass soup, definitely warms ya up.",EZ9Uf-lSRtj1fvdMQlrwAw
"etables. It was hearty and very flavorful. For dessert, lemongrass ice cream, which is enough to share for two, and had a distinct ",lemon, flavor. Small cork fee for BYOB.,EZ9Uf-lSRtj1fvdMQlrwAw
"is small and there isn't much in the way of decor, but none of that really matters as it is also cheap eats. Altogether we had the ",lemon," grass soup, a spring roll, pad thai and green curry with chicken and tofu and a side of steamed white rice.  My rice was soggy on",EZ9Uf-lSRtj1fvdMQlrwAw
"The food here is good, but not great. I had the lunch special for $5.95, which includes a (tiny) spring roll or ",lemon, grass soup and a manageable portion of one entree. I had the spring roll and tofu pad Thai. The spring roll was very good. The crispy tofu in my pa,EZ9Uf-lSRtj1fvdMQlrwAw
tastic sushi and sashimi here. They also give really good portions of Chinese food and the quality is excellent. I'd recommend the ,lemon," chicken in particular. They have the best crab rangoons I've ever tasted. As a plus, the service is really fast and the decor is ",F1vdFYr7P4Xb3uAQ2AYgzQ
"The beef had a musky, beefy flavor to it that doesn't appeal to me right now, but my husband enjoyed it.  For delivery, we ordered ",Lemon," Chicken, General Tso's Shrimp, more wonton soup, and an eggroll.  The Lemon Chicken did not thrill either of us, being breaded wi",F1vdFYr7P4Xb3uAQ2AYgzQ
"Yinz don't know what the hell you're talking about, or order the wrong dish.   Do yourself a favor order the Lemon Chicken with ses",hwan*, sauce instead of lemon sauce.....Thank my later,f2FfutZhb4F-m1Ob0EdYaw
"enjoying working here, so management must be doing something right! My coffee, food and check all came very efficiently. I had the ",lemon, ricotta pancakes which were ridiculously filling and delicious. Looking forward to coming back often to try more! I'm a vegetaria,F8_WdEVmUFTU1pTHBgikIg
"ecialty is, of course, Middle-Eastern food.  So we started with the hummus.  It was your basic, chickpeas-out-of-a-can hummus with ",lemon," and tahini.  It was served on a plate with very thin, right-out-of-the-bag, cold slices of pita.  They didn't even take the time ",f9R4pZ7BNWnYIAX3bK84pw
 Fish Tacos with salsa and guacamole Cheeseburger (medium) with apple sauce and potato salad Side of Fries Water and Iced Tea with ,Lemon,"  Bread with butter, olive oil infused with pumpkin, and our drinks soon arrive.  ALERT: The tea is flavored.  I really do dislike",Fbycyr3KEjDQ4wO9AStmvQ
Unwelcoming! Extremely overpriced! Don't waist your money! A ,lemon, bar from  a box made in the comfort of your home is ten times better!  The staff are rude and lack customer service! I will never go back!,FChZqoNWuLZr5Lj28Cq7yg
nch I had Quiche Lorraine and it was cooked to perfection.  The crust was flaky and light.  The salad was fresh baby greens with a ,lemon, vinaigrette and we ordered a side of the Pommes Lyonnaise.  This was the best lunch that I have had in Pittsburgh since I moved h,FChZqoNWuLZr5Lj28Cq7yg
Our favorite lunch/breakfast spot on Fridays. The staff is friendly and you get ,lemon," with your iced tea without asking. Lots of locals eat here. Good portion sizes, too.",FcXGZFrVPaKfe3wJZibfCw
"uch, but was SURPRISED! Could have made a meal of the homemade bread and house salad! Not to mention you get homemade biscotti and ",lemon, cookies for dessert! Go go go!,FcXGZFrVPaKfe3wJZibfCw
"enu with simple or complex dishes and it looks like everything is made from scratch. I had the salade nicoise, the mussels and the ",lemon, tart and everything was DELICIOUS. You can taste that the ingredients are fresh and that the cook definitely has an idea of Frenc,Fd25lEnclIwyWlSRgkbRfg
" lot to be desired.  The iced tea was awful. It was prefabricated--I'm guessing Lipton Brisk, not freshly brewed. I'd asked for no ",lemon,", but it was lemon-flavored. The service was worse.  We arrived at 5:15 PM. We ordered by 5:30. We'd ordered the above-mentioned s",fiRbomFAAtfTYOTTtnDUcA
"ey atmosphere.   But let's be honest, you're considering Waffalonia for the food not the atmosphere! I had a seasonal special: the ",lemon, and blueberry waffle. The sweetness was over the top. You can taste high amounts of sugar in the waffle and in the lemon sauce. T,Fozo0B-y42EhRMomR0K5vQ
", although I wish they'd increase their selection or at least rotate in some different teas occasionally. I *highly* recommend the ",Lemon, Grass Beef. That is the most amazing meal on the menu.,Fpm3WvqtrAg2ueh_4pz7iA
er zinger really blew me away one part Spice Island Tea House  homemade ginger ale and one part Champagne served with a garnish of ,lemon.,  Eating at Spice Island Tea House has been the best thing I've done this year.,Fpm3WvqtrAg2ueh_4pz7iA
"nt dinner on a weeknight and this place was a pleasant surprise! I got the chicken pad thai (with tofu added), along with a pot of ",lemon, ginger tea. That tea was amazing. Seriously. AND I'm a tea connoisseur (by that I mean Asian) so that clearly gives my opinion et,Fpm3WvqtrAg2ueh_4pz7iA
"d painted vintage furniture, cardboard menus, major character. Everything is good, but especially the samosa-ish appetizer and the ",lemon," grass beef. I cannot express enough my love for this restaurant! Sadly no liqour license. ='( but no matter, there is a wine stor",Fpm3WvqtrAg2ueh_4pz7iA
"hich is hard to find in a Pittsburgh restaurant) and good selection of vegetarian dishes. Great salads, personal favorites are the ",lemon," grass beef and Singapore rice noodles (best I've had). If going for lunch, make sure to get there before noon or be prepared for ",Fpm3WvqtrAg2ueh_4pz7iA
"Consistently excellent and inexpensive food, especially the OL GAHT (eggplant puree), Samoosas, and ",Lemon, Grass Beef.   The Ever-famous Pad Thai and the Green-Lipped Mussels are good but not musts.,Fpm3WvqtrAg2ueh_4pz7iA
