pre,term,post,business_id
"eir Japanese yams are WAY cheaper here than at Whole foods. They sell onions and lemons and limes individually, and they have thai ",basil," which you can't find any where else! Chinese broccoli, snap/snow peas.. the list goes on and on and they are ALL affordable. They",9DxJTxiTJQdWI85MahuWPg
"ut vegetables are always fresh and cheap.  I always get my fresh herbs here, aka I rely on their constant supply of beautiful Thai ",basil," when my own plants call it quits for the winter.  TL;DR--a comfortable, if limited, Asian grocery store experience.  No reason no",9DxJTxiTJQdWI85MahuWPg
"etables usually include the Mustard Green, few different types of bok-choy and spinach along with some herbs like cilantro, mint , ",basil, etc. Like Stan's the vegetables here are super cheap and fresh but unlike Stan's you don't really need to double check them :) si,9DxJTxiTJQdWI85MahuWPg
"y! Especially when it comes to herbs. We love to cook a variety of Asian cuisines, and buying things like cilantro, mint, and thai ",basil, elsewhere can be very costly. And don't even get me started on rice. We buy the big 10 lb. bulk bags of Jasmine for not much more,9DxJTxiTJQdWI85MahuWPg
This is my go-to place for fresh herbs.  .59 cents for a large bundle of cilantro or Italian parsley.  $1.19 for fresh ,basil.,  You can't beat those prices!  I have paid a lot more at Giant Eagle...and for a smaller amount.,9DxJTxiTJQdWI85MahuWPg
"This place is cheap, usually has a good selection (minus my most recent visit where Thai basil was nowhere to be found), and if you", go a,"t the right time, can be easier to navigate.  I will say though that when I asked where the thai basil may be, I was looked at li",9DxJTxiTJQdWI85MahuWPg
"sed more meat, but I'm so full after polishing off my bowl I don't know how I would have been able to finish it if there were. The ",basil, and sprouts were perfectly fresh and crisp.  Also special shoutout to the waitress that came over after the two tables next to me,9nTF596jDvBBia2EXXiOOg
" really happy with it.  We had kind of been putting off trying it for awhile, as it is the restaurant to replace our beloved Sweet ",Basil,", but I'm so glad we finally checked it out!  First of all, they have a small wine list, but you can also BYOB for a $7.50 corking",A4kCvILTgfr_2cG0_yGNiw
", disappointingly, Thai Touch Kitchen was closed. One chicken and one pork egg roll, the only decent part of our dinner. The spicy ",basil," chicken was bland and rubbery, same with the orange chicken. Giving a 2-star because previous experiences weren't quite as bad, b",A5Xd85djipsW546Bq6qIYA
 can be a bit mind-boggling at first.  I went with my sister and she ordered a shrimp and scallop dish while I went for the garlic ,basil," eggplant.  When our plates came, the food was hot and the portions were huge.  For both dishes the sauces were amazing and the fo",a5xUI7TvsNhM5gZr6KowDg
"shes aka Bun (Highly Recommended) which comes with Vermicelli Noodles of course, served with Lettuce, beansprout, onion, cilantro, ",basil,", cucumber,carrot,spring roll, grilled shrimp, chicken, pork, beef, peanut, sesame seed with fish sauce. My girlfriend and her fri",Ac-DbrST8bF9Cpge5D9_Cg
"of the best I've ever had. The broth was excellent, all flavors melding nicely, not one overpowering the other.  The condiments of ",basil,", bean sprouts, lime, and jalapeño were perfectly fresh. I ate the entire bowl which was huge! My husband got the miso soup and sa",Ac-DbrST8bF9Cpge5D9_Cg
p just seemed lacked flavor..like a bit watered down or something. The first plate of bean sprouts/basil not enuf so ask for more; ,basil," pretty fresh, sprouts a bit brown lookin'; Tea good & free  Other Comments: * large menu w/ Vietnamese items inc. rice dishes, ba",Ac-DbrST8bF9Cpge5D9_Cg
"t. The pho broth didn't quite hit the cinnamon stick and star anise blend needed to be considered good. Also, I expected the usual ",basil," and mint leaves to accompany the traditional noodle soup but was only given bean sprouts, a lime wedge, and pepper. The service w",Ac-DbrST8bF9Cpge5D9_Cg
"u like fresh spring rolls in peanut dipping sauce, theirs are delicious. They also have a vietnamese rice noodle dish with peanut, ",basil, - also excellent.  They recently remodeled and created new additional seating.  It is very nice.  The staff are very friendly.  T,Ac-DbrST8bF9Cpge5D9_Cg
" hurried as fast as we could.  The total was $24, not bad. The soup was packaged up into two bowls and a two bags full of goodies (",basil,", bean sprouts, jalepenos and limes). It was interesting to get it this way. The only difference is that I think you get less brot",Ac-DbrST8bF9Cpge5D9_Cg
The staff was very pleasant but the food was unappealing. The textures and flavors were just off. My $12.50 Thai ,basil," curry was about 1/4 celery. Even the veggie fried rice wasn't tasty, it was oily and bland.",Ac-DbrST8bF9Cpge5D9_Cg
cing and they were literally the best pumpkin cookies I've ever had. I walked in the other week and they just had taken out tomato ,basil, pretzels from the oven- oh my goodness... The mozzarella cheese was still melty and the tomatoes were hot- incredible. They also ,aDHD7nASfqiQBB6YXy2aGA
"rful. I had a great dessert, pana cotta with strawberries with a vinegary sauce (Don't worry; it went beautifully.) with a candied ",basil, leaf on top. Very elegant for a casual restaurant. They have a huge bar and an alcohol menu that is extensive. The bar is separat,aJy5lNyUJjAbdsMrJz3YCg
ineapple curry with chicken. The curry was slightly sweet with just the right amount of spicy heat. The second trip here I ordered ,basil ,"chicken. It was tender juicy chicken with a nice brown sauce,green pepper, onion and fresh basil. Also very delicious!!  Anytime ",ajYmOIDZUd2SZjuju3lXzw
"The appetizer caprese with the fresh buffalo mozzarella, prosciutto de Parma,  beautiful tomato and ",basil," was fabulous, the serving was large enough for 4 people..Pasta bolognese and pizza funghi was also very yummy. Our waiter Brian was a 5***** star, he made our ",AKQbrvRBZvU5kB9Ut4gVkg
" be a good move - we were seated right away.  I got a pizza that included cherry tomato sauce, anchovy, garlic, capers, olives and ",basil.,"  As soon as I took a bite, I realized how they could charge $15 for a personal sized pizza.  You can tell that each ingredient is",AKQbrvRBZvU5kB9Ut4gVkg
" fabulous my pizza Santa Lucia was.  This was my second time this week, but this time I didn't share it!  The combination of fresh ",basil," , tomatoes , garlic, anchovies and capers on top of the most wonderful wood fired dough is perfection .  This place is as good as",AKQbrvRBZvU5kB9Ut4gVkg
sonal pizza on lunch. There was very little fresh mozzarella to the point you didn't get to enjoy cheese. I had two piece of fresh ,basil, on the entire pie. The basil flavor should be in every piece or every other at least. The crust was also not crispy once you got ,AKQbrvRBZvU5kB9Ut4gVkg
"-bodied red. Perfect for any pasta dish or pizza.  Our meal started with a tomato and mozzarella caprese salad, served simply with ",basil,", salt, pepper, and a drizzle of olive oil. It was strange to have a caprese salad without vinegar, but the cheese had a tang to i",AKQbrvRBZvU5kB9Ut4gVkg
"ttle one's request for pepperoni (which they had anyway), responding to another of our party's request not to have whole leaves of ",basil," on her pizza with, ""There are only two or three leaves on it anyway. You can pick them off,"" and responding to a request to see a",AKQbrvRBZvU5kB9Ut4gVkg
"ra virgin olive oil) and the Diavola (San Marzano tomato sauce, fresh spicy salami, calabrian chili pepper, pecorino romano, fresh ",basil,", extra virgin olive oilmozzarella) pizza. Both were equally delicious, but I think I favored the Diavola more. I liked the red sa",AKQbrvRBZvU5kB9Ut4gVkg
" (Chicken Breast, Lemon, White Wine, Parsley, Butter), the PARMIGIANA MELANZANE (Eggplant, Fresh Mozzarella, Marinara, Parmigiano, ",Basil,"), and the VITELLO PARMIGIANO (Veal Cutlet, Fresh Mozzarella, Marinara, Spaghetti, Parmigiano). The cavatelli was cooked perfectly",AKQbrvRBZvU5kB9Ut4gVkg
 (I'm assuming them to be the same dish aside from the choice of meat). A roll call of ingredients from the menu is in order: Thai ,basil,", peas, green peppers, red peppers, dried red chili, lemon grass, shallots, garlic, galanga, kaffir lime leaves, and coconut milk.",AmzQP_w8CvL36HSz7T_LRA
", but waiter was very willing to help with my selections.  The four fresh spring rolls are healthy with a good balance of mint and ",basil.,  The lemon grass soup was tasty and a '5' hotness so I ordered the same for my meal. The Khmer dish (posted pic) was as hot as I',AmzQP_w8CvL36HSz7T_LRA
"Good food, clean place in a kinda sketchy looking strip mall. I had the ",basil," garlic chicken with wonton soup, spring roll, and steamed rice. I would go there again.",AmzQP_w8CvL36HSz7T_LRA
 eggplant or the tofu and chive flowers.  Their fresh spring rolls (elsewhere called summer rolls) are delicious and full of fresh ,basil.,"  Best of all, the owners sit in the dining area and make sure the customers are happy.  Wonderful people, delicious food, great a",AmzQP_w8CvL36HSz7T_LRA
".  We usually get the green curry (tofu for me, chicken for him) and it's always the right amount of spiciness. I did try the Thai ",basil," curry before, which was also good and just the spicy I enjoy. You get a fairly large portion for a decent price (no complaints) a",AmzQP_w8CvL36HSz7T_LRA
Okay. I ordered the ,basil," chicken entree and was fine. I ordered a spice level 7 and it came out not spicy at all. If you can make it downtown or north side, try Nicky's Thai.  If you're stuck in west side, Angkor will do the trick. :) if you get a sweet tooth, don",AmzQP_w8CvL36HSz7T_LRA
generous serving size.     The seared George's bank scallops were very good and were presented well. It was served over a bed of a ,basil, infused olive oil rice and arugula with a balsamic glaze at the bottom. Definitely a thumbs up.      For dessert we decided to ha,AThUjgEmgHgVdD242hjsAg
"cheaper, faster, and closer to CMU campus.  I recommend getting the Minced Pork over Rice (comes with a stewed egg), Eggplant with ",Basil,", and Sauteed Green Beans with Pork. They do seem to have some authentic dishes like Taiwanese Chunk Chicken (San Bei Ji), Shredde",ATnRWnNk5iwwIbwS8VmuKg
"t $25-30 but are well worth it. I had the Barramundi $28 that came on a bed of potato risotto, green beans and was garnished with """,basil," caviar"" which was made using some food science trickery. The fish was seared with a nice curst yet soft and flakey inside, the po",aXWN4oH8W-MVDchWia084g
"alad without bacon? My lobster mac was pretty darn good - a whole perfect claw and huge hunks of meat, creamy pasta, topped with a ",basil, breadcrumb. (My friends appeared to be over the moon for the scallops.) And our choices from the wine menu turned out to be very ,aXWN4oH8W-MVDchWia084g
"arfalle with fennel, caramelized onions, sausage, and some tomatoes, was fantastic.  The gnocchi were great, and the linguine with ",basil, pasta and shrimp was good but not on par with the other two pastas.    The dessert was an olive oil and basil torte with lemon ic,azE1DNVQFBU8boVbaJhj7w
"and we would order it again.  For an appetizer we shared the Capesante: grilled sea scallops, shaved fennel, red onion, orange and ",basil.," My husband and I rarely go out to eat without ordering some sort of scallop dish.  I can proudly say, their scallops had a lovely",azE1DNVQFBU8boVbaJhj7w
"esh-baked breads (grissini with grana padano, focaccia, and a sturdy Tuscan bread), served with kalamata olive-cannellini bean and ",basil," pesto spreads. SO good.   Our first course was Burrata with broccoli rabe, olive oil, and grilled bread. The Flavors were bright,",azE1DNVQFBU8boVbaJhj7w
"th at least three different warm options and two spreads (an olive and pesto spread).   Dessert was inventive, a lemon cake with a ",basil," layer and poppyseed ice cream. The other elements escape me, but it was nice that my table mate gave me a bite.   Service was gre",azE1DNVQFBU8boVbaJhj7w
"depth of flavor in a carefully built, slow simmered sauce.    As others have mentioned, the bread service is great.  The scoops of ",basil,"  and olive flavored spread were a little bland.  When combined with the fresh bread with salt crystals on the crust, the result w",azE1DNVQFBU8boVbaJhj7w
"d the lettuce for my liking.  Then my husband and I both ordered the pasta trio...on this day they served a potato leek ravioli, a ",basil," parmesan tagliatelle and a sausage, fennel rigatoni.  All were very good however, both of us liked the rigatoni best...with lots ",azE1DNVQFBU8boVbaJhj7w
"but we stuck to margaritas.  The El Jardin margarita, which contained strawberries and local rhubarb, was good, but the Blackberry ",Basil," margarita was phenomenal.  Served in a martini glass, these are high class margaritas that are poured stiff but go down easy.  We",b8ublvizuqIw3Ib8pK4fDw
"nish Mackerel or, my entrée, Squid Ink & Leek Ash Gnudi with octopus, beef heart and guanciale bolognese, black olive oil, bonito, ",basil., My friend wasn't impressed with the pork/fish combo. And I was equally unimpressed with the mish-mash of flavors with my gnudi. A,bdNyoXY4yJ99derJRqhP3Q
" meat, but that mustard was unlike anything I've ever had!).  I'd also highly recommend the heirloom tomato appetizer (watermelon, ",basil,", white balsamic foam, pine nut brittle, goat cheese, and fennel pollen).  I had the trout as my entree, and I can't say enough go",bdNyoXY4yJ99derJRqhP3Q
"ammara"" 2014 Pierre Morel 'Luberon' Grenache/Syrah, Rhône, France SMOKED GOAT CHEESE MOUSSE apple cider marmalade, sesame streusel ",BASIL," YOGURT PANNA COTTA blueberry consommé, hazelnut, lemon, hibiscus cucumber-elderflower spritzer *consuming raw or undercooked meat",bdNyoXY4yJ99derJRqhP3Q
"e pork belly and I the pappardelle. He liked the pork belly with the soft egg, but not crazy about the kimchi veggies. He said the ",basil," oil was a ""plate filler"" since there was hardly any food on the plate. He also noticed there was a bunch of cilantro on there too",bdNyoXY4yJ99derJRqhP3Q
d ink infused pasta. It gives the pasta a fishy taste. Just a forewarning. The setup for the gnudi was great though--bolognese and ,basil,. Their bolognese is incredible and the best I have had. The basil was a nice compliment to the dish.  We had the strip steak as ou,bdNyoXY4yJ99derJRqhP3Q
"Y CHOP boudin noir, guanciale kraut, smoked potatoes, sauce ravigote  SWEET CORN PUDDING blackberry sorbet, corn bread, peach jam, ",basil,"  The flavor combinations are unusual and unexpected but utterly delicious. The classics like the salumi, sug, and duck breast are",bdNyoXY4yJ99derJRqhP3Q
"s a special Sunday Supper, featuring 4 courses highlighted by the best-ever giant sausagey meatballs served with polenta and fresh ",basil., Only giving four stars because I've never been wowed by the somewhat passive service - and once had a bad service moment though I,bdNyoXY4yJ99derJRqhP3Q
"s little dive.  Yes it is a dive.  Disjointed and small, but that is what makes it charming.  Cash only, but lick the plate tomato ",basil," sauce, I can't get enough if it, and the crusty rolls are always served hot!  The menu is not very extensive, but everything is f",bHO7WE9WgMT9USSr7ZI9JQ
"nner with clients at the Carlton and order the same dish and it was served with perfectly ripe tomatoes, good quality cheese, some ",basil, a splash of olive oil and aged balsamic.  It was also seasoned with this great hawaiian rock salt (granted it was more than doubl,bHO7WE9WgMT9USSr7ZI9JQ
ricey for a tiny portion.  I always go with their classic margarita pizza with extra cheese and I bring it home and just add extra ,basil, from my garden.  You can tell the freshness of the ingredients they use.  I don't really like to eat there.. it's kind of a hole ,bHO7WE9WgMT9USSr7ZI9JQ
e the neighboring business.  We have gone here for many years and usually get the pizza made with fresh tomatoes and lots of fresh ,basil.,  The cook uses herbs and vegetables from a garden growing out back.  We have always had good service.  If you go during tradition,bHO7WE9WgMT9USSr7ZI9JQ
ible locally owned restaurant....they grow their vegetables and herbs behind the restaurant....literally. We watched them pick our ,basil," and Swiss chard for our order. Had the grilled cauliflower with kale and quinoa, and the greens and beans. All so unbelievably fr",bHO7WE9WgMT9USSr7ZI9JQ
"d.  There were some graham cracker chunks to the side with a few tiny dollops of strawberry pudding, rhubarb jelly-like mounds and ",basil, jellyish dots.  I had the opportunity to try the other deserts since my friend's ordered them and this was the best amongst the m,BHWIl_wI7P58JrODocBjkg
"o gel; various flavor combinations would take precedence with each bite making it a joy to eat. The ""cheesecake"" with fig and holy ",basil, was fantastically intense and unique.  The wine pairings were excellent and all appropriate to the dishes. All dishes and pairing,BHWIl_wI7P58JrODocBjkg
"n at the Red Orchid! Spicy, yet sweet with coconut, crunchy green beans and silky eggplant made an especially flavorful curry with ",basil, as the accent. I love that they give you the choice of jasmine rice or brown rice! And the portions are huge!  Kimber raved over ,Bj8SEo-9tkOjXIYSub3Wag
this dish and Red Orchid's version was the best that I've had in years - it is stir fried rice noodles in a spicy chili sauce with ,"basil,"," napa, bean sprouts, and bell peppers.  My partner got the Spicy Basil (Pad Ka Prao) with beef which he really enjoyed - the dish",Bj8SEo-9tkOjXIYSub3Wag
"Went there for my first time and got take out. I ordered a range of things, (combination appetizer, spicy ",basil," fried rice, tom kha soup)  and they were all very good. I ordered a 5 out of 10 on the spicy range and it was pretty spicy, but still very good. I will d",Bj8SEo-9tkOjXIYSub3Wag
 I really enjoy their fresh rolls with tofu. The sauce that comes with the rolls is always so delicious.   I usually get the spicy ,basil," with tofu. The vegetables that come with it are always fresh and in a delicious sauce. They always do a great job with the tofu, ",Bj8SEo-9tkOjXIYSub3Wag
 home. The noodles were firm and perfectly covered in a sauce that was spicy enough to make every pore in my face sweat. The spicy ,basil, beef was also good but not as fantastic as the drunken noodles. Be forewarned that if they don't ask you for a spicy level that i,Bj8SEo-9tkOjXIYSub3Wag
"ar, an unripened papaya, crunchy, spicy, a bit of fish sauce flavor).  It may sound odd, but the flavors are wonderful.  The spicy ",basil, dishes were also quite good.  One thing I have found on my 3 visits there is that the spicyness level is a little inconsistent.  ,Bj8SEo-9tkOjXIYSub3Wag
My husband and I ordered take out on a whim. He got the Chicken ,Basil,", I got the Avocado Salad and we ordered a side of Chicken Summer Rolls. Our total was $30.00 which is no big deal for two meals and a appetizer but boy, I was surprised by the portion. The Summer",Bj8SEo-9tkOjXIYSub3Wag
"clean"" utensils! Fortunately for both my husband and my daughter during our lunch  at Red Orchid my husband ordered his Pork Spicy ",Basil," dish 'Thai Hot' and my daughter ordered the Massaman Curry that was loaded with potatoes (eh, Mom can do without potatoes but, da",Bj8SEo-9tkOjXIYSub3Wag
"ll me up. Also, I think I could have made myself a bigger portion for around the same amount of money- $9.00. My husband's Chicken ",Basil, was indeed tasty but small. He asked for spicy level number 9 and they did deliver the expectation of spice. The chicken and vege,Bj8SEo-9tkOjXIYSub3Wag
"  Your mouth will thank me later!  Seriously though.  The noodles are always perfectly cooked, and there are tons of sprouts, thai ",basil," leaves, and red peppers for you to enjoy.  FYI:  They don't gip you on the meat!    I've also tried the Pad Thai, Pad Ka Prao, an",Bj8SEo-9tkOjXIYSub3Wag
"ut the standout to me is the Drunken Noodles. The rice noodles are homemade and extra fat, soaking in deep flavors of chili paste, ",basil, and bell peppers. It has some serious heat even when I order a 4 spice level! Yum. This is definitely my go to dish here.  The po,Bj8SEo-9tkOjXIYSub3Wag
I love spicy food but watch out!! My friend and I ordered drunken noodles and thai ,basil, beef -- figured since we are asian we can handle hot. (They offer a 1 to 10 spectrum) We got 4 and we were sweating and almost crying. Definitely should have been more conserva,Bj8SEo-9tkOjXIYSub3Wag
and my wife had the rice soup - which isn't at all bland like you might think based on the name. It was very tasty!  My spicy pork ,basil," ordered, surprise, Thai hot was indeed Thai hot!! YUM YUM YUM!!! And wow, the flavors were amazing! Just like I hoped they would ",Bj8SEo-9tkOjXIYSub3Wag
the North Hills. Heard good things about the place and finally we stopped by for dinner and it didn't disappoint.  I had the spicy ,basil, fried rice with chicken and wife had same dish but instead of the chicken she went with shrimp. We both went with a 4 off of the ,Bj8SEo-9tkOjXIYSub3Wag
" and that it also looked like it was BYOB.  My beef red curry came with the traditional items of baby corn, bamboo shoot and leaf (",basil, or kaffir) as well as an ample side of rice.  The curry tasted nice and spicy while also displaying a somewhat sweet flavor which,Bj8SEo-9tkOjXIYSub3Wag
"tly spiced. Beef with garlic entree on take out quite tasty, beef very tender, nice and hot (temperature) even for takeout!!. Thai ",basil," chicken entree in restaurant perfectly spiced, but could have been warmer (temperature) when served (otherwise, red orchid would ",Bj8SEo-9tkOjXIYSub3Wag
"during the week, so we were a little skeptical... but everything was absolutely delicious! The larb gai, drunken noodle, and spicy ",basil," rice are our favorites. Haven't had their curry yet. Also, hot means hot here, so don't over do the heat. We always say 7, and we",Bj8SEo-9tkOjXIYSub3Wag
"d Thunderbird does have the good Kentucky swill.   So, I challenge you to find a place in Pittsburgh where you can sit back, drink ",Basil," Hayden's, and listen to live Bluegrass or Irish Folk Rock.",Bp2pM6YLjcKjiKbVecwIMQ
" perfect.   I ordered vegetable chow fun and the vegetable pineapple fried rice, both were decent.  I sort of wish I had tried the ",basil, black cod which sounded delicious but I wish it wasn't battered and fried.  My friend tried the thai spicy duck which was tasty a,BsLyCu_lkEdkG42qmvZlnQ
"  I had the hot and sour soup which was quite tasty, but pretty much like all others I've had in my life.  For my entree I had the ",basil," chicken with brown rice--it was fine, nothing spectacular.  I don't think they used Thai basil in it, just the regular sweet basi",BsLyCu_lkEdkG42qmvZlnQ
"tuna spring roll is amazing, definitely a non-traditional roll but it satisfies us just fine.   Our favorite non-sushi item is the ",basil," black cod, served in a clay pot. It's enough for two people to share (if you've had all the previous items we typically order) an",BsLyCu_lkEdkG42qmvZlnQ
 let that put you off.  It's just a lovely place...made me realize I probably hang out in dumps far too often.  I ordered the Tofu ,Basil," Stirfry, upon the recommendation of our very friendly server (Kevin, I think?).  He was absolutely right - the basil flavor burst",BsLyCu_lkEdkG42qmvZlnQ
 My boy had a hand full of bites before he said he was done and just wanted to eat his peanut sauce. For my main course I had thai ,basil, chicken. It was very good. The chicken was moist and the basil was fresh as were the peppers and onion in it. The veggie spring r,BsLyCu_lkEdkG42qmvZlnQ
icy tuna roll (good and well-presented on the plate). I originally got the ginger cosmo but traded with my friend who got the Thai ,basil, sake mojito because we both liked the other person's drink better. The mojito was sweet but also refreshing. Not bad for happy ho,BsLyCu_lkEdkG42qmvZlnQ
Excellent beer and delicious food! I had the garlic ,basil," white wine mussels, salad with house dressing (which is their own recipe and Deeeeeeelish!) And Alex had the Belgian burger along with a couple different beer selections. Our server was really sweet and made",b_XIKJ2nNzksuWhfMTEehQ
"nings"" we ordered the Calamari which was very crispy and had a sharp spice edge.  For ""Main Events"" I had the Berkshire pork chop, ",basil," spaetzle, grilled Treviso, peaches & hazelnuts.  The meal was wonderfully cooked and a great combo of flavors.  For ""Sweet"" or de",c0yPNU-BqS65u0vIKP7P0w
"tagiatelle, summer squash, pesto duo - again the protein portion was prepared flawlessely. The two pestos were both very a good, a ",basil," and roasted red pepper.  The squid ink pasta had a slight brine that was mellowed by the accompanying zuchinni, squash, and sat a",c0yPNU-BqS65u0vIKP7P0w
First time eating at Pastolis and I had a great experience. Their ,basil, pesto pizza is phenomenal and their chef salad has a great mix of vegetables and fresh deli meats and cheeses. Would definitely recommend to anyone east of downtown Pittsburgh looking for outst,c9UmJiX2G7hKMpivZ3h1oQ
"nted Italian food, and we wanted to try a place in Bloomfield.  I ordered the create-your-own pasta with mafalda pasta, gorgonzola ",basil," cream sauce, and chicken.  The sauce was actually quite tasty, although a bit on the strong side, and overpowered the chicken qui",cbddL2q8uRA38RwycB0FJg
One of the best Italian restaurants I have been to in Pittsburgh. Their gorgonzola ,basil," sauce is to die for and their cannoli are out of this world. They have fresh, soft, delicious, bread and are very good at replenishing the bread basket and water. In addition t",cbddL2q8uRA38RwycB0FJg
A friend took me here for the best gnocchi I have ever eaten. We both chose the gorgonzola ,basil," sauce; I added sweet baby peas and she added broccoli. We ate and ate and took home enough for dinner - it reheats really well. Clearly, whoever made that gnocchi is no",cbddL2q8uRA38RwycB0FJg
"rfect.  For our main dishes I got the fried ravioli with tomato sauce and meatball.  My fiancé got linguine with a tomato, garlic, ",basil ,sauce.  The fried ravioli were crispy and the perfect amount and the sauce was nice and thick and clung to the pasta.  The meatba,cbddL2q8uRA38RwycB0FJg
is very different. You can tell the sauces are all freshly made and there is a great selection of them. I recommend the Gorgonzola ,basil, cream sauce. The menu has all the classic Italian favorites and the Specials menu always has mouth watering seasonal items on it ,cbddL2q8uRA38RwycB0FJg
" co-worker behind the upstairs bar).  Most disappointing michelada ever, and I (for some reason) once had one with Braggs and Thai ",basil," at Cantina. The fact that my friend comes here on the regular specifically for beer cocktails baffles me; I seek out a michelada,",CFtZH4Skp9z3o4ToSywI4w
"  I've always had a fairly pleasant experience when I have eaten here. The cocktails are excellent (whiskey shot with pickle back, ",basil," gimlet, etc). The service is usually prompt and courteous. And the outdoor seating is nice.  Things I disliked:  -You are limited",CFtZH4Skp9z3o4ToSywI4w
"ers are pretty friendly and aren't too pretentious to chat with the customers! The cocktails are delicious, recently I had the gin ",basil," gimlet. They also have gluten free beers, kudos! On the food: it's no Burgatory.",CFtZH4Skp9z3o4ToSywI4w
"evening crowd.  All in all I'd say ""Eh"", but I would give it another try.  Maybe order something else next time, or spring for the ",Basil, cocktail.,CFtZH4Skp9z3o4ToSywI4w
ew not so good.  Went last night and our meals (me and my husband) were excellent.  I had mango Curry with Shrimp and he had Spicy ,Basil," shrimp.   Only downside, and to me it's major, was it was very hot in the restaurant.  No air conditioning, no fans, and the hott",cHTQwW-xsBVfuat5IL3dsg
"ordered from the ""Thai Chef's Specialties"" section of the menu. Kay got the BBQ Chicken with Papaya Salsa, and I ordered the Spicy ",Basil, Soft Shell Crab.   Soft shell crab is something I've only eaten rarely. My early experiences with it were underwhelming until Yam,cHTQwW-xsBVfuat5IL3dsg
"his place twice now and am confident in saying it's worth a visit.   On my first visit we ordered chicken lettuce wraps, pad thai, ",basil," chicken, and fried ice cream. One the second trip we ordered yellow curry, garlic chicken, and banana roti.  I was very pleased w",cHTQwW-xsBVfuat5IL3dsg
"ig deal out of the fact that since we ordered the food after 3pm, we could not have a lunch special. Okay, fine. I ordered a spicy ",basil," fried rice and my husband ordered lo mein. I have never, ever had had more greasy rice in my life. Boiled chicken pieces tossed i",cHTQwW-xsBVfuat5IL3dsg
"m borderline cool. Bummer, because my nauseous tummy was craving ginger, or at least something hot to put it out of its misery. My ",Basil," Chicken, which was supposed to be a 5 in the spicy meter was waaaaaay too saucy and not spicy at all! I mean, I can dig a saucy m",cHTQwW-xsBVfuat5IL3dsg
"Entirely mediocre, all around. We had the Spicy Basil Fried Rice and two fairly standard sushi rolls.  The fried rice was nearly fl",avorle,ss - not at all what I expect for that dish. It was neither spicy nor did it contain more than two small pieces of basil. The su,cHTQwW-xsBVfuat5IL3dsg
"y're wrapped in rice paper and not deep fried, soooo refreshing and yummy!) and theirs were pretty good, nailed the taste with the ",basil," leaves, etc, but missed the mark with peanut dipping sauce instead of a plummy sauce----but still good enough to order again.   W",cHTQwW-xsBVfuat5IL3dsg
though I didn't taste any crab they still had a good taste and the right amount of filling. The sauces were good too.  I got Spicy ,Basil," Chicken no spice I know sounds crazy but I hate to ""guess"" what spice I''m going to be able to tolerate and I hate to waste money",cHTQwW-xsBVfuat5IL3dsg
"anched steak fries as if to remind me of where I was really having dinner, and it wasn't some oceanside shack in Maine.   Nadine's ",Basil," and Pesto Pizza was also an unlikely winner with its luscious artichoke pieces almost thieving thunder from the blackened, wood-f",cNz2tTTAPmdeAq6HnGeo8w
s.o. likes the lobster roll here and says it's great.  I don't eat seafood often so I wouldn't know. I've had the white pizza with ,basil," and it was pretty good.  Good cheese to crust ratio for sure. I wouldn't say not to go here, but if you're looking to get somethi",cNz2tTTAPmdeAq6HnGeo8w
"Great mozzarella, tomatoe, ",basil, pizza! Their French onion soup was in point!,cNz2tTTAPmdeAq6HnGeo8w
"atter being poured onto the pan until the foil-wrapped triangle is in my hand.   The veggie crepe has tomato, spinach, cheese, and ",basil," sauce (which I asked them to go light on). It was hot and delicious, though maybe a little too cheesy for my taste. The sweet cre",cPZ5ugSrVrqnqD5ZsJhnpA
Hot crepe on a cold day. Really fresh veggie crepe with ,basil, sauce hit the spot as did the chicken ranch. Nutella crepe looked pretty good but that'll be for later.,cPZ5ugSrVrqnqD5ZsJhnpA
"s a last minute game-time decision, and I think I had my best meal there. There was a home-made pasta with truffle, olive oil, and ",basil," that I think about every day. So simple. So much truffle.  The amberjack was absolutely delicious, an excellent sashimi snack. Th",CZKkoMlqu0N0zCFK-3T_Fg
! They were huge and pure perfection. Cooked medium and spiced delightfully with so many complex flavors with the creamy sauce and ,basil," vinaigrette, summer veggie succotash and roasted fresh corn aioli. My husband ordered the Swordfish and he was equally happy and ",CZKkoMlqu0N0zCFK-3T_Fg
(Although I couldn't understand why they'd offer a hot tea cocktail in the middle of July. No thank you.) The waiter suggested the ,basil," vodka gimlet...served with simple syrup and lime, it was delicious.  Ok, so the food...very good. Creative, flavorful and fresh m",CZKkoMlqu0N0zCFK-3T_Fg
"it sure filled me up.  Under the fish there were some green beans and some gnocchi.  Yummy, Yummy, Yummy!    For a drink I got the ",Basil," Gimlet - delish!    Sure, when the check came it was a bit pricey, but every once in a while shouldn't you treat yourself to a gr",CZKkoMlqu0N0zCFK-3T_Fg
"t DeLallo's! My boyfriend ordered the blackened chicken alfredo and I had linguine pasta with lump crab meat, plum tomatoes, fresh ",basil,", garlic and oil.  Both meals were delicious and filling! I ordered a strawberry shortcake to go which was also really yummy :)",CzqGem5OaPAk10bQK4bzbg
es for this place and then I discovered they didn't have Alfredo sauce. What pasta place doesn't have Alfredo? I like their tomato ,basil, bisque and their chicken noodle soup. And they have a coke remix machine. Any place that has a remix machine automatically gets a,D2nfOrnJ2OBlX_428sKyMg
